poly_id;2019-11-_1;2019-11-_2;2019-11-_3;PARVoo1;PARVoo2;PARVoo3;PARVoo4
0;177.125930786133;178.614028930664;116.133155822754;1630;1121;1442;735
0;175.256729125977;178.745391845703;115.307815551758;1630;1121;1442;735
0;191.873153686523;189.529098510742;131.609466552734;1630;1121;1442;735
0;202.18505859375;199.732345581055;140.227416992188;1630;1121;1442;735
0;191.051330566406;190.547958374023;128.516571044922;1630;1121;1442;735
0;178.995910644531;181.207809448242;117.008583068848;1630;1121;1442;735
0;170.921737670898;175.468322753906;110.884185791016;1630;1121;1442;735
0;192.733505249023;190.218154907227;140.260848999023;1630;1121;1442;735
0;178.363967895508;175.595077514648;122.455604553223;1630;1121;1442;735
0;189.326995849609;185.81103515625;130.533248901367;1630;1121;1442;735
0;203.936065673828;200.707901000977;142.034866333008;1630;1121;1442;735
0;202.994018554688;201.733825683594;139.312194824219;1630;1121;1442;735
0;181.88916015625;184.610610961914;120.061416625977;1630;1121;1442;735
0;167.719619750977;173.090866088867;108.212463378906;1630;1121;1442;735
0;211.677536010742;208.365661621094;167.017288208008;1630;1121;1442;735
0;201.862762451172;198.384506225586;155.151641845703;1630;1121;1442;735
0;197.111953735352;193.564743041992;147.328125;1630;1121;1442;735
0;190.359741210938;186.291458129883;136.016479492188;1630;1121;1442;735
0;188.774612426758;184.422439575195;130.185043334961;1630;1121;1442;735
0;198.979080200195;196.283081054688;136.951278686523;1630;1121;1442;735
0;203.126068115234;203.434814453125;139.834182739258;1630;1121;1442;735
0;192.795486450195;196.220138549805;131.523468017578;1630;1121;1442;735
0;177.129913330078;183.540939331055;118.829040527344;1630;1121;1442;735
0;168.955795288086;176.844131469727;110.177177429199;1630;1121;1442;735
0;239.181030273438;233.89013671875;196.616012573242;1630;1121;1442;735
0;240.567749023438;236.090026855469;198.22021484375;1630;1121;1442;735
0;232.671875;228.4736328125;189.798950195313;1630;1121;1442;735
0;216.992599487305;212.471542358398;171.858810424805;1630;1121;1442;735
0;203.018371582031;198.469619750977;154.103515625;1630;1121;1442;735
0;191.278198242188;186.584136962891;137.218902587891;1630;1121;1442;735
0;189.342056274414;185.421630859375;130.245681762695;1630;1121;1442;735
0;195.840667724609;194.205047607422;133.022216796875;1630;1121;1442;735
0;203.908996582031;205.53645324707;141.615249633789;1630;1121;1442;735
0;202.026779174805;206.807098388672;142.612091064453;1630;1121;1442;735
0;198.92138671875;206.325317382813;140.090667724609;1630;1121;1442;735
0;187.903091430664;196.60725402832;128.079086303711;1630;1121;1442;735
0;223.444442749023;218.0107421875;178.725814819336;1630;1121;1442;735
0;221.802749633789;215.239486694336;177.615493774414;1630;1121;1442;735
0;223.286209106445;216.138717651367;178.463973999023;1630;1121;1442;735
0;232.925979614258;226.324645996094;188.485916137695;1630;1121;1442;735
0;240.249114990234;234.91471862793;196.392028808594;1630;1121;1442;735
0;236.174087524414;231.138656616211;191.335098266602;1630;1121;1442;735
0;218.317184448242;213.2099609375;169.246475219727;1630;1121;1442;735
0;200.20442199707;195.425354003906;145.012130737305;1630;1121;1442;735
0;190.488861083984;187.138763427734;130.659408569336;1630;1121;1442;735
0;192.336730957031;191.965881347656;130.519241333008;1630;1121;1442;735
0;200.371353149414;202.888412475586;139.247131347656;1630;1121;1442;735
0;199.408233642578;205.069274902344;140.246444702148;1630;1121;1442;735
0;198.430557250977;206.051513671875;139.198501586914;1630;1121;1442;735
0;191.045501708984;199.319091796875;130.239227294922;1630;1121;1442;735
0;170.411849975586;178.191558837891;108.956039428711;1630;1121;1442;735
0;215.711380004883;211.261016845703;165.769302368164;1630;1121;1442;735
0;203.545684814453;197.683700561523;155.252914428711;1630;1121;1442;735
0;203.545684814453;197.683700561523;155.252914428711;1630;1121;1442;735
0;197.279861450195;190.110687255859;148.996551513672;1630;1121;1442;735
0;205.717544555664;198.128768920898;157.406372070313;1630;1121;1442;735
0;223.024322509766;216.307373046875;175.831680297852;1630;1121;1442;735
0;237.633392333984;231.781280517578;191.414794921875;1630;1121;1442;735
0;233.200180053711;227.543334960938;186.436538696289;1630;1121;1442;735
0;218.67170715332;213.402572631836;168.554702758789;1630;1121;1442;735
0;199.538925170898;195.33430480957;144.671234130859;1630;1121;1442;735
0;190.15283203125;187.815093994141;131.450225830078;1630;1121;1442;735
0;184.989639282227;185.911758422852;124.061294555664;1630;1121;1442;735
0;186.475555419922;190.084762573242;126.64217376709;1630;1121;1442;735
0;182.195831298828;188.620391845703;122.830528259277;1630;1121;1442;735
0;177.376037597656;184.782379150391;116.732269287109;1630;1121;1442;735
0;165.876953125;173.059753417969;105.345085144043;1630;1121;1442;735
0;157.9033203125;164.014755249023;98.0644760131836;1630;1121;1442;735
0;182.975952148438;180.897720336914;127.926719665527;1630;1121;1442;735
0;204.250564575195;201.015228271484;149.436325073242;1630;1121;1442;735
0;200.466445922852;195.572418212891;146.624435424805;1630;1121;1442;735
0;183.093948364258;177.393035888672;130.637985229492;1630;1121;1442;735
0;183.093948364258;177.393035888672;130.637985229492;1630;1121;1442;735
0;180.239044189453;173.588836669922;127.667831420898;1630;1121;1442;735
0;191.383560180664;184.124282836914;139.1552734375;1630;1121;1442;735
0;211.89338684082;205.016311645508;161.204254150391;1630;1121;1442;735
0;231.589782714844;224.772247314453;182.374877929688;1630;1121;1442;735
0;236.166564941406;230.318862915039;187.286590576172;1630;1121;1442;735
0;218.714965820313;213.161010742188;167.357879638672;1630;1121;1442;735
0;199.658752441406;195.921722412109;145.106689453125;1630;1121;1442;735
0;185.526184082031;184.424774169922;127.84349822998;1630;1121;1442;735
0;177.209609985352;178.712448120117;117.682960510254;1630;1121;1442;735
0;178.561553955078;182.654479980469;118.433631896973;1630;1121;1442;735
0;176.370346069336;182.574493408203;115.441070556641;1630;1121;1442;735
0;173.506484985352;180.413162231445;112.87841796875;1630;1121;1442;735
0;171.682540893555;177.815246582031;112.286445617676;1630;1121;1442;735
0;164.90625;169.533157348633;106.885940551758;1630;1121;1442;735
0;154.544128417969;152.109939575195;98.7985687255859;1630;1121;1442;735
0;163.182479858398;161.951675415039;107.384910583496;1630;1121;1442;735
0;179.747467041016;178.098693847656;123.224342346191;1630;1121;1442;735
0;191.710266113281;187.902206420898;134.477386474609;1630;1121;1442;735
0;186.535400390625;181.229125976563;129.570892333984;1630;1121;1442;735
0;176.236862182617;170.345596313477;119.827522277832;1630;1121;1442;735
0;176.236862182617;170.345596313477;119.827522277832;1630;1121;1442;735
0;181.617691040039;174.932067871094;124.911117553711;1630;1121;1442;735
0;191.111450195313;183.891510009766;134.941131591797;1630;1121;1442;735
0;200.678253173828;193.359252929688;146.740005493164;1630;1121;1442;735
0;216.601303100586;209.223342895508;165.366851806641;1630;1121;1442;735
0;228.540298461914;221.868728637695;177.757904052734;1630;1121;1442;735
0;226.634872436523;221.11994934082;174.909439086914;1630;1121;1442;735
0;208.076904296875;205.068222045898;154.357772827148;1630;1121;1442;735
0;184.926910400391;184.234741210938;127.916397094727;1630;1121;1442;735
0;174.341781616211;176.582550048828;115.083160400391;1630;1121;1442;735
0;173.558517456055;178.040420532227;112.995422363281;1630;1121;1442;735
0;178.107192993164;183.999816894531;116.490043640137;1630;1121;1442;735
0;186.764755249023;192.701644897461;125.89070892334;1630;1121;1442;735
0;195.525024414063;199.930282592773;136.827133178711;1630;1121;1442;735
0;198.014083862305;201.21272277832;141.322860717773;1630;1121;1442;735
0;192.090621948242;194.833694458008;136.904891967773;1630;1121;1442;735
